filename,title,description,category,type,date,location,source,tags,note,related
scan30.jpg,courage love wisdom,"zine-style illustration about courage, love, and wisdom",print,zine page,,,,collage|handmade|zine page|courage|love|wisdom,<3333,scan118.jpg|scan15.jpg|scan19.webp|scan18.jpg|scan33.jpg
scan31.jpg,ave maria grotto paper clipping,from the grotto in Alabama,print,logo clipping,,"Cullman, AL",Ave Maria Grotto,collage|architecture|handmade|alabama|logo clipping|scale,,scan215.jpg|scan200.jpg|scan202.jpg|scan114.jpg|scan203.jpg
scan32.jpg,earth apology,cartoon of the earth apologizing,print,illustration clipping,,,,collage|humor|handmade|illustration clipping|globe|climate,,scan22.jpg|scan29.jpg|scan19.webp|scan56.jpg|scan15.jpg
scan33.jpg,pretty gothic,,print,typography clipping,,,,typography|collage|handmade|typography clipping|blackletter|word fragment,one of my favorite pieces of type I've found in my clippings,scan15.jpg|scan17.jpg|scan203.jpg|scan20.webp|scan200.jpg
scan34.jpg,consumption collage materials,"collage pieces combining abolitionist, anarchist, and self-help fragments",art,collage,,,,collage|politics|art|abolition|anarchy|confidence,,scan35.jpg|scan36.jpg|scan22.jpg|scan28.jpg|scan23.webp
scan35.jpg,cutout parade,surreal collage of fashion figures and animals,art,collage,,,,collage|art|fashion|bee|peacock|scooter,,scan34.jpg|scan36.jpg|scan149.jpg|scan16.jpg|scan4.jpg
scan36.jpg,fake world,"collage materials featuring ghosts, mythic creatures, earth imagery",art,collage,,,,collage|creatures|art|ghosts|tiger|earth,,scan34.jpg|scan35.jpg|scan218.jpg|scan50.jpg|scan159.jpg
scan37.jpg,vote for nashville,from the transit bill watch party,ephemera,sticker,november 2024,"Nashville, TN",,nashville|sticker|politics|transit|city|place,choose how you move!,scan171.jpg|scan25.jpg|scan168.webp|scan170.jpg|scan106.jpg
scan38.jpg,nirvanna the band the show the movie ticket,ticket receipt for a screening of 'nirvanna the band the show the movie' at the belcourt,ephemera,ticket,february 2026,"Nashville, TN",The Belcourt,belcourt|nashville|film|music|ticket|memory,saw this with my parents,scan8.jpg|scan171.jpg|scan180.jpg|scan177.jpg|scan172.jpg
scan39.webp,weak coffee shop sticker,supporting my local coffee shop,ephemera,sticker,,"Nashville, TN",Weak Coffee Shop,nashville|food|sticker|illustration|humor|coffee,,scan25.jpg|scan37.jpg|scan78.jpg|scan170.jpg|scan162.jpg
scan40.webp,everybody hurts,silly depressed froggy,ephemera,patch,,,Etsy,patch|sticker|humor|mushroom|empathy|sadness,,scan42.jpg|scan41.webp|scan44.jpg|scan56.jpg|scan211.jpg
scan41.webp,death's-head moth,embroidered patch depicting a death's-head moth with a skull face,ephemera,patch,,,,patch|sticker|creatures|feelings|moth|skull,,scan42.jpg|scan40.webp|scan1.jpg|scan211.jpg|scan56.jpg
scan42.jpg,spending my time worrying,a cute patch and a helpful reminder,ephemera,patch,,,,patch|sticker|feelings|humor|anxiety|tombstone,,scan41.webp|scan40.webp|scan19.webp|scan52.jpg|scan118.jpg
scan43.jpg,the sound garden patch,,ephemera,patch,,"Baltimore, MD",The Sound Garden,nashville|baltimore|music|patch|sticker|record store,,scan169.jpg|scan44.jpg|scan164.jpg|scan167.jpg|scan213.jpg
scan44.jpg,natty boh patch,our fearless Baltimore mascot,ephemera,patch,,"Baltimore, MD",,baltimore|patch|sticker|humor|space|moon,,scan43.jpg|scan41.webp|scan45.jpg|scan51.jpg|scan170.jpg
scan45.jpg,journeyman distillery patch,from a distillery in southwest michigan,ephemera,patch,,"Three Oaks, MI",Journeyman Distillery,michigan|travel|patch|sticker|souvenir|distillery,,scan1.jpg|scan105.jpg|scan112.jpg|scan145.jpg|scan216.jpg
scan46.jpg,joshua tree patch,it really is that dang hot,ephemera,patch,september 2023,"Joshua Tree, CA",The Station,travel|patch|sticker|humor|joshua tree|road trip,,scan1.jpg|scan45.jpg|scan40.webp|scan41.webp|scan42.jpg
scan47.jpg,mirror lovers,two women sharing spaghetti,print,illustration,,,,illustration|handmade|intimacy|reflection|queer|romance,,scan146.jpg|scan170.jpg|scan78.jpg|scan214.jpg|scan64.jpg
scan48.jpg,vintage thunderbird ad,vintage magazine advertisement with cool framing,print,advertisement,,,Ford,handmade|advertisement|automobile|vintage|luxury|americana,my favorite thing about this is the sliver of the man's head in the car door,scan31.jpg|scan168.webp|scan200.jpg|scan202.jpg|scan82.jpg
scan49.jpg,wreck,magazine clipping of an overturned car at the bottom of a canyon,print,magazine clipping,,,,typography|collage|handmade|accident|landscape|disaster,thelma and louise type shit,scan15.jpg|scan17.jpg|scan203.jpg|scan200.jpg|scan202.jpg
scan50.jpg,dog fight,comic where two dogs defeat man,print,comic clipping,,,,collage|creatures|handmade|comic clipping|dog|journey,,scan51.jpg|scan218.jpg|scan36.jpg|scan49.jpg|scan56.jpg
scan51.jpg,flying high,flying with the planes,artwork,magazine clipping,,,,collage|travel|space|flight|falling|sky,"this image has faded with time, but i still love it",scan203.jpg|scan205.webp|scan44.jpg|scan50.jpg|scan26.jpg
scan52.jpg,how i learned to stop worrying and start hammering,cartoon by edward steed,artwork,cartoon,2019,,The New Yorker,the new yorker|cartoon|feelings|humor|anxiety|diy,my favorite comic,scan156.jpg|scan27.jpg|scan119.jpg|scan42.jpg|scan118.jpg
scan53.jpg,swan lake rehearsal,monotone ballet rehearsal,performance,newspaper clipping,,,,collage|performance|dance|ballet|theatre|rehearsal,,scan104.jpg|scan62.jpg|scan72.jpg|scan54.jpg|scan111.jpg
scan54.jpg,tea in the river,dream tea location,photograph,photograph,,"Berlin, DE",C/O Berlin,c/o berlin|berlin|politics|photograph|community|flood,,scan12.jpg|scan115.jpg|scan152.webp|scan203.jpg|scan106.jpg
scan55.jpg,cake massacre,hands crushing and smearing cake,photograph,photograph,,,AAA24 Subscription,food|photograph|cake|celebration|chaos|mess,,scan54.jpg|scan122.jpg|scan58.jpg|scan10.jpg|scan11.jpg
scan56.jpg,get in touch with your soul,animalistic wisdom,artwork,drawing,,,,drawing|creatures|feelings|humor|handmade|tiger,,scan128.jpg|scan64.jpg|scan138.jpg|scan218.jpg|scan19.webp
scan57.jpg,if i can stop one heart from breaking by emily dickinson,typewritten copy of an emily dickinson poem,literature,typed poem,,"Paris, FR",Shakespeare and Company,poetry|feelings|paris|typed poem|literature|emily dickinson,,scan61.jpg|scan63.jpg|scan3.jpg|scan132.jpg|scan19.webp
scan58.jpg,monolith,architecture i am fond of,architecture,photograph,,,,architecture|photograph|city|modernism|skyscraper|urban,,scan215.jpg|scan122.jpg|scan54.jpg|scan200.jpg|scan202.jpg
scan59.jpg,durham cathedral,more architecture i am fond of (gothic),travel,postcard,,"Durham, England",,travel|architecture|postcard|england|cathedral|history,,scan114.jpg|scan120.jpg|scan215.jpg|scan200.jpg|scan202.jpg
scan60.jpg,field of eyes,abstract watercolor artwork,artwork,print,,,,handmade|eyes|surreal|psychedelic|observation|dreamlike,my favorite body part: eyes,scan103.jpg|scan113.jpg|scan62.jpg|scan198.jpg|scan83.jpg
scan61.jpg,effervecent,typewriter poem,literature,typed poem,halloween 2024,"Nashville, TN",Will Kelley,nashville|poetry|typed poem|literature|artist book|typed text,,scan57.jpg|scan80.jpg|scan84.jpg|scan79.jpg|scan63.jpg
scan62.jpg,look look,gorgeous patrick nagel style illustration,artwork,magazine clipping,,,,collage|fashion|feminine gaze|beauty|advertising|observation,,scan4.jpg|scan119.jpg|scan53.jpg|scan47.jpg|scan35.jpg
scan63.jpg,only that day dawns to which we are awake,henry david thoreau quote,literature,quotation,,,,poetry|quotation|literature|thoreau|awakening|mindfulness,,scan57.jpg|scan61.jpg|scan79.jpg|scan80.jpg|scan84.jpg
scan64.jpg,admiration is for poets and dairy cows,hand-drawn note,artwork,drawing,september 2020,"Nashville, TN",crack in the Fido brick wall,nashville|poetry|travel|correspondence|drawing|creatures,from my first trip to Nashville,scan129.webp|scan56.jpg|scan128.jpg|scan76.jpg|scan75.jpg
scan65.jpg,the legend of the ducks,peabody hotel napkin recounting the origin story of the famous lobby ducks,ephemera,napkin,september 2024,"Memphis, TN",Peabody Hotel,memphis|souvenir|napkin|ducks|southern history|hotel,,scan11.jpg|scan216.jpg|scan78.jpg|scan9.jpg|scan181.jpg
scan66.jpg,2011 AL central champions ticket,detroit tigers ticket stub from the 2011 division championship season,sports,ticket stub,2011,"Detroit, MI",Comerica Park,detroit|ticket|comerica park|sports|detroit tigers|baseball,when the Tigers were good,scan69.jpg|scan68.webp|scan71.jpg|scan120.jpg|scan145.jpg
scan67.jpg,barcelona to new york,from my 19th birthday trip to Spain,travel,boarding pass,march 2019,"Barcelona, Spain / New York, NY",Josep Tarradellas Barcelona-El Prat Airport,travel|ticket|barcelona|air travel|new york|journey,,scan136.jpg|scan135.jpg|scan134.jpg|scan68.webp|scan2.jpg
scan68.webp,baltimore to detroit,a flight from school to home,travel,boarding pass,,"Baltimore, MD / Detroit, MI",Baltimore/Washington International Thurgood Marshall Airport,detroit|baltimore|travel|ticket|memory|washington dc,,scan2.jpg|scan120.jpg|scan66.jpg|scan137.jpg|scan213.jpg
scan69.jpg,catholic league championships ticket,ticket from the 2015 catholic league baseball championships and showcase at comerica park,sports,ticket stub,2015,"Detroit, MI",Comerica Park,detroit|ticket|comerica park|sports|baseball|high school sports,when I stanned the high school baseball team,scan66.jpg|scan68.webp|scan71.jpg|scan120.jpg|scan145.jpg
scan70.jpg,the budos band at the basement east,free ticket to see The Budos Band,music,concert ticket,2025,"Nashville, TN",Grimey's,nashville|music|ticket|grimeys|live music|concert,won this ticket from a Grimey's raffle,scan164.jpg|scan121.jpg|scan193.jpg|scan167.jpg|scan43.jpg
scan71.jpg,miami marlins versus cincinnati reds,ticket stub from a 2016 baseball game at marlins park,sports,ticket stub,summer 2016,"Miami, FL",Marlins Park,ticket|miami|sports|baseball|miami marlins|cincinnati reds,from the 2 months I lived in Miami,scan66.jpg|scan69.jpg|scan13.jpg|scan155.jpg|scan72.jpg
scan72.jpg,macbeth at stratford festival,ticket to a 2016 performance of shakespeare's macbeth at the stratford festival,arts,theater ticket,october 2016,"Stratford, ON",Stratford Festival,travel|ticket|theatre|shakespeare|macbeth|performance,APLit bus trip,scan53.jpg|scan131.jpg|scan134.jpg|scan135.jpg|scan136.jpg
scan73.jpg,marty supreme,movie ticket from my trip to see Vic,entertainment,movie ticket,,"Denver, CO",Landmark Mayan Theater,film|travel|ticket|denver|landmark theatres|cultural ephemera,,scan175.jpg|scan38.jpg|scan171.jpg|scan176.jpg|scan183.jpg
scan74.jpg,untitled watercolor,from a slow shift at the Frist,artwork,painting,,"Nashville, TN",Frist Art Museum,nashville|handmade|frist|painting|watercolor|abstract,,scan90.jpg|scan106.jpg|scan75.jpg|scan86.jpg|scan81.jpg
scan75.jpg,heart grid,freeform heart tape pattern,artwork,mixed media,,"Nashville, TN","Frist Art Museum, Arden",nashville|feelings|handmade|frist|mixed media|hearts,gifted by a child during a shift at the Frist,scan76.jpg|scan106.jpg|scan74.jpg|scan64.jpg|scan118.jpg
scan76.jpg,arden,dedication page signed arden with a small heart,correspondence,inscription,,"Nashville, TN","Frist Art Museum, Arden",nashville|correspondence|feelings|memory|frist|inscription,part 2 of the little girl at the museum's artwork gift to me,scan75.jpg|scan106.jpg|scan74.jpg|scan198.jpg|scan210.jpg
scan77.jpg,the catbird seat word search,completed word search puzzle from the catbird seat restaurant,games,puzzle,"march 20, 2026","Nashville, TN",The Catbird Seat,catbird seat|nashville|food|puzzle|word search|leisure,analogue entertainment,scan147.jpg|scan78.jpg|scan146.jpg|scan148.jpg|scan155.jpg
scan78.jpg,catbird bird,whimsical illustrated bird-cat hybrid character printed on catbird seat stationery,artwork,illustration,,"Nashville, TN",The Catbird Seat,catbird seat|nashville|illustration|creatures|humor|bird,,scan146.jpg|scan147.jpg|scan77.jpg|scan170.jpg|scan39.webp
scan79.jpg,a world of dew,another letterpress print of this poem,literature,poetry card,,,,letterpress|poetry|typography|postcard|handmade|poetry card,,scan80.jpg|scan84.jpg|scan168.webp|scan82.jpg|scan83.jpg
scan80.jpg,the light of a candle,letterpress printed haiku by yosa buson,literature,poetry card,,"Nashville, TN",Turnip Green Creative Reuse,letterpress|nashville|poetry|typography|postcard|poetry card,,scan84.jpg|scan81.jpg|scan82.jpg|scan79.jpg|scan83.jpg
scan81.jpg,pie sampler,"letterpress printed, hand-drawn collection of pie illustrations for thanksgiving",artwork,illustration,,"Nashville, TN",Turnip Green Creative Reuse,letterpress|nashville|typography|food|illustration|drawing,,scan86.jpg|scan80.jpg|scan82.jpg|scan83.jpg|scan168.webp
scan82.jpg,2416 letterpress print,letterpress compositional ode to an old domicile,artwork,print,,"Nashville, TN",Turnip Green Creative Reuse,letterpress|nashville|typography|handmade|geometry|numbers,can't miss a chance to take an art class from a Hatch Show Print artist,scan83.jpg|scan86.jpg|scan80.jpg|scan168.webp|scan85.jpg
scan83.jpg,geometric arrangement,"abstract letterpress arrangement of colored squares and triangles, exploring symmetry",artwork,print,,"Nashville, TN",Turnip Green Creative Reuse,letterpress|nashville|typography|handmade|geometry|abstract,,scan82.jpg|scan86.jpg|scan80.jpg|scan168.webp|scan85.jpg
scan84.jpg,dewdrops haiku,letterpress printed haiku by Kobayashi Issa,literature,poetry card,,"Nashville, TN",Turnip Green Creative Reuse,letterpress|nashville|poetry|typography|postcard|poetry card,,scan80.jpg|scan81.jpg|scan82.jpg|scan79.jpg|scan83.jpg
scan85.jpg,letterpress class composition,abstract emblem composed of geometric forms,artwork,graphic design,,"Nashville, TN",Turnip Green Creative Reuse,letterpress|nashville|typography|design|symbol|logo,,scan80.jpg|scan81.jpg|scan82.jpg|scan83.jpg|scan84.jpg
scan86.jpg,pie studies part 2,letterpress print of hand-drawn pie varieties,artwork,print,,"Nashville, TN",Turnip Green Creative Reuse,letterpress|nashville|typography|food|drawing|handmade,,scan81.jpg|scan82.jpg|scan83.jpg|scan168.webp|scan80.jpg
scan87.jpg,kodachrome transparency,35mm slide mount containing an unidentified landscape photograph on kodachrome film,photography,slide,,,,film|slide|photography|film photography|analog photography|vintage,,scan88.jpg|scan89.jpg|scan201.jpg|scan104.jpg|scan183.jpg
scan88.jpg,kafr kana slide,kodachrome travel slide depicting kafr kana,photography,slide,,,,travel|slide|photography|israel|cana|pilgrimage,,scan89.jpg|scan87.jpg|scan201.jpg|scan166.jpg|scan114.jpg
scan89.jpg,qumran slide,kodachrome travel slide showing archaeological remains at qumran near the dead sea,photography,slide,,,,travel|slide|photography|qumran|archaeology|history,,scan88.jpg|scan87.jpg|scan201.jpg|scan59.jpg|scan166.jpg
scan90.jpg,pastel watercolor,abstract watercolor painting,artwork,painting,,"Nashville, TN",Frist Art Museum,nashville|handmade|frist|painting|watercolor|abstract,from a slow day at the museum,scan74.jpg|scan106.jpg|scan75.jpg|scan83.jpg|scan82.jpg
scan91.jpg,fabric cutting remnant,bit of a fabric piece I have leftover from making a camera strap,textile,fiber art,,,,handmade|fiber art|textile|bracelet|friendship bracelet|weaving,,scan100.jpg|scan75.jpg|scan90.jpg|scan99.jpg|scan198.jpg
scan92.jpg,spock trading card,dave and busters star trek original series spock collectible card,pop culture,trading card,,"Nashville, TN",Dave & Buster's,nashville|postcard|trading card|star trek|spock|collectible,,scan9.jpg|scan96.jpg|scan127.jpg|scan167.jpg|scan80.jpg
scan93.jpg,iceland local recommendations,from a perfumer in Reykjavík,ephemera,note,,,Fischersund,iceland|correspondence|travel|sensory|fischersund|perfume,,scan125.jpg|scan101.jpg|scan102.jpg|scan76.jpg|scan94.jpg
scan94.jpg,shattuckite crystal card,crystal shop identification card for a ring,found object,label,,"Nashville, TN",Nashville Crystal Store,nashville|postcard|sensory|crystal shop|label|crystal,rip,scan95.jpg|scan97.jpg|scan127.jpg|scan125.jpg|scan93.jpg
scan95.jpg,sugilite crystal info,id card for a ring,found object,label,,"Nashville, TN",Nashville Crystal Store,nashville|postcard|sensory|crystal shop|label|crystal,,scan94.jpg|scan97.jpg|scan127.jpg|scan125.jpg|scan93.jpg
scan96.jpg,arcanine pokemon card,fire pokemon card,pop culture,trading card,,,Nate,postcard|trading card|pokemon|arcanine|game,,scan9.jpg|scan92.jpg|scan160.jpg|scan215.jpg|scan216.jpg
scan97.jpg,ametrine crystal label,crystal shop identification card for ametrine crystal in a ring,found object,label,,"Nashville, TN",Nashville Crystal Store,nashville|postcard|sensory|crystal shop|label|crystal,,scan94.jpg|scan95.jpg|scan127.jpg|scan125.jpg|scan93.jpg
scan98.jpg,add to cart button,analog solution for the shopping addicts,ephemera,note,,,,correspondence|sticker|shopping|handwriting|scrap,,scan124.jpg|scan130.jpg|scan210.jpg|scan76.jpg|scan199.jpg
scan99.jpg,folk tree illustration,folded illustration featuring a fruit tree birds and folkloric figures,artwork,print,,,ffern,illustration|handmade|folk art|tree|birds|fruit,,scan100.jpg|scan107.jpg|scan109.jpg|scan75.jpg|scan146.jpg
scan100.jpg,pressed botanical print,detailed botanical illustration of dried flowering stems and leaves,artwork,print,,,ffern,illustration|handmade|botanical|flowers|plants|nature,,scan99.jpg|scan107.jpg|scan109.jpg|scan146.jpg|scan160.jpg
scan101.jpg,reykjavik city map,foldout illustrated tourist map of downtown,travel,map,,"Reykjavík, IS",,iceland|travel|map,,scan102.jpg|scan93.jpg|scan125.jpg|scan108.jpg|scan166.jpg
scan102.jpg,iceland road trip map,illustrated map of south and north iceland travel routes,travel,map,,Iceland,,iceland|travel|map|road trip,,scan101.jpg|scan93.jpg|scan125.jpg|scan46.jpg|scan108.jpg
scan103.jpg,eyes black print,reproduction of eyes black painting by stan street,artwork,print,,"Clarksdale, MS",Stan Street,handmade|painting|portrait|art print|colorful,,scan74.jpg|scan60.jpg|scan129.webp|scan204.jpg|scan90.jpg
scan104.jpg,a24 stop making sense still,promotional image of david byrne for the re-release of stop making sense,pop culture,magazine clipping,,,A24,film|music|collage|performance|a24,,scan111.jpg|scan4.jpg|scan207.jpg|scan15.jpg|scan183.jpg
scan105.jpg,michigan liquor age sign,retail sign explaining legal drinking age requirements in michigan,ephemera,sign,,,Michigan Licensed Beverage Association,michigan|sign|alcohol|retail,,scan112.jpg|scan45.jpg|scan145.jpg|scan120.jpg|scan1.jpg
scan106.jpg,frist friday poster,hand drawn first friday event poster for art week 2025,artwork,poster,march 2025,"Nashville, TN",Andie Peach for Frist Art Museum,nashville|typography|politics|handmade|frist|poster,,scan74.jpg|scan75.jpg|scan90.jpg|scan28.jpg|scan150.jpg
scan107.jpg,snake wrapped hand print,black and white woodcut print illustration of a snake coiled around an open hand,artwork,print,,"Asheville, NC",,asheville|illustration|creatures|handmade|snake|hand,,scan117.jpg|scan138.jpg|scan165.jpg|scan128.jpg|scan64.jpg
scan108.jpg,greetings from nashville print,vintage style nashville tennessee graphic,travel,print,,"Nashville, TN",,nashville|travel|handmade|tennessee,,scan137.jpg|scan82.jpg|scan83.jpg|scan64.jpg|scan86.jpg
scan109.jpg,"austin, tx bridge at sunset print",colorful illustration of bat bridge,artwork,print,,"Austin, TX",,austin|travel|illustration|handmade|bridge|sunset,"from 22nd birthday trip to Austin, TX",scan175.jpg|scan107.jpg|scan113.jpg|scan204.jpg|scan81.jpg
scan110.jpg,kim chi signed poster,signed poster featuring drag performer kim chi,pop culture,poster,september 2018,"Windsor, ON","Lawrence Lavender, Kim Chi",typography|poster|drag|kim chi|signed poster|lgbtq,my airbnb host in Canada was her representative and gave me this for free,scan106.jpg|scan114.jpg|scan202.jpg|scan150.jpg|scan200.jpg
scan111.jpg,2025 mood board,"my mood board for 2025, complete with djing, moshing, and a kurdish revolutionary woman",pop culture,magazine clipping,2025,,,music|collage|dj|mosh|clipping,"and in some way, this was my year",scan104.jpg|scan4.jpg|scan70.jpg|scan15.jpg|scan158.jpg
scan112.jpg,michigan moustache hall of fame certificate,certificate recognizing membership in the michigan moustache hall of fame from 1988,ephemera,certificate,,,Michigan Moustache Hall of Fame,michigan|humor|certificate|moustache|novelty,one of my fav pieces of wall decor,scan105.jpg|scan45.jpg|scan145.jpg|scan1.jpg|scan215.jpg
scan113.jpg,all seeing eye print,vintage style illustration of a single eye surrounded by radiant lines,artwork,print,,,,illustration|handmade|eye|occult|symbol,,scan109.jpg|scan100.jpg|scan107.jpg|scan205.webp|scan60.jpg
scan114.jpg,lodz fabryczna postcard,polish poster depicting an industrial factory cityscape with smokestacks,artwork,postcard,,,Ryszard Kaja,typography|architecture|postcard|poland|poster|factory,,scan59.jpg|scan200.jpg|scan202.jpg|scan203.jpg|scan31.jpg
scan115.jpg,so weiter card,minimalist card with typewriter print and tactile cutouts,ephemera,card,,"Berlin, DE",C/O Berlin,c/o berlin|berlin|poetry|postcard|handmade|card,,scan12.jpg|scan152.webp|scan54.jpg|scan132.jpg|scan153.jpg
scan116.jpg,420 leaf drawing,hand drawn cartoon cannabis leaf smoking a small woman,artwork,drawing,,,from someone I met once and never saw again,drawing|cartoon|humor|handmade|420|cannabis,,scan129.webp|scan56.jpg|scan128.jpg|scan64.jpg|scan86.jpg
scan117.jpg,crab with knife illustration,commissioned linocut print i made of a viral video still,artwork,print,,,,illustration|creatures|handmade|crab|knife|linocut,,scan107.jpg|scan128.jpg|scan138.jpg|scan56.jpg|scan64.jpg
scan118.jpg,stress melting,misanthropic illustrated zine page,artwork,zine page,,"Nashville, TN",someone I met once and never saw again,nashville|collage|illustration|feelings|zine page|anxiety,,scan30.jpg|scan19.webp|scan146.jpg|scan75.jpg|scan81.jpg
scan119.jpg,childless billionaires,new yorker cartoon about the cost of raising children,pop culture,magazine clipping,,,The New Yorker,the new yorker|collage|cartoon|humor|children,,scan24.jpg|scan156.jpg|scan27.jpg|scan22.jpg|scan23.webp
scan120.jpg,greetings from detroit postcard,vintage style postcard celebrating detroit michigan as the motor capital of the world,travel,postcard,,"Detroit, MI",,detroit|travel|postcard,,scan145.jpg|scan68.webp|scan215.jpg|scan1.jpg|scan216.jpg
scan121.jpg,ramones beat on the brat flyer,red and black punk style graphic,music,flyer,,"Nashville, TN",Nashville Punk Rock Flea Market,nashville|music|flyer|punk|ramones|concert,,scan150.jpg|scan70.jpg|scan164.jpg|scan167.jpg|scan43.jpg
scan122.jpg,party lizard,lizard on it's five o'clock somewhere grind,pop culture,photograph,,,,creatures|photograph|lizard|reptile|drink,vibe,scan54.jpg|scan55.jpg|scan58.jpg|scan212.webp|scan56.jpg
scan123.jpg,a letter about rage*,"typed artist statement reflecting on rage, creativity, and self preservation",writing,artist statement,,,Cierra Rauch,poetry|correspondence|feelings|artist statement|writing|rage,,scan132.jpg|scan19.webp|scan131.jpg|scan64.jpg|scan76.jpg
scan124.jpg,thank you note,handwritten note from artist camille,correspondence,letter,,,Camille (Cakolyre),correspondence|artist|thank you|handwriting,,scan130.jpg|scan210.jpg|scan98.jpg|scan76.jpg|scan199.jpg
scan125.jpg,fischersund no 8 fragrance card,scent description card for fischersund no 8 fragrance in icelandic,ephemera,fragrance card,may 2025,"Reykjavík, IS",Fischersund,iceland|postcard|sensory|fischersund|fragrance card|perfume,"rhubarb, bergamot, asphalt",scan93.jpg|scan102.jpg|scan101.jpg|scan94.jpg|scan95.jpg
scan126.jpg,eden squishmallow tag,from the squishmallow sharing my name,ephemera,tag,,,Squishmallows,tag|eden|squishmallows|toy,my final form,scan154.jpg|scan212.webp|scan9.jpg|scan96.jpg|scan1.jpg
scan127.jpg,hot sass cash scratch ticket,novelty scratch off card from liz cooper show,ephemera,novelty card,september 2021,"Nashville, TN","3rd & Lindsley, Liz Cooper",nashville|ticket|postcard|humor|novelty card|scratch off,,scan129.webp|scan13.jpg|scan137.jpg|scan181.jpg|scan64.jpg
scan128.jpg,frog with knife drawing,a dangerous linocut frog,artwork,drawing,,,,drawing|creatures|handmade|frog|knife|linocut,one of my earlier linocut prints,scan56.jpg|scan117.jpg|scan138.jpg|scan218.jpg|scan107.jpg
scan129.webp,osa coffee sleeve snoopy doodle,fav coffee shop fav character,artwork,doodle,,"Nashville, TN",Osa Coffee Roasters,nashville|food|drawing|cartoon|humor|napkin,,scan64.jpg|scan116.jpg|scan146.jpg|scan81.jpg|scan86.jpg
scan130.jpg,love you note,post-it note from mom,correspondence,note,,,Mom,correspondence|mom|love|handwriting|xoxo,,scan124.jpg|scan210.jpg|scan98.jpg|scan76.jpg|scan198.jpg
scan131.jpg,die sonne scheint poem,german poem card about sunshine growth and inner strength,writing,poem,,,Frances Hodgson Burnett,poetry|postcard|poem|writing|german|sunshine,"The sun is shining, the sun is shining, that's the magic, the flowers are growing, the roots are stretching, that's the magic. To live and be strong, that's the magic, it's in me, it's in all of us.",scan133.jpg|scan132.jpg|scan3.jpg|scan79.jpg|scan80.jpg
scan132.jpg,suss ist's den reiz der welt poem,german poem card about seeing the world through a child's eyes,writing,poem,,"Berlin, DE",Emanuel Geibel,berlin|poetry|postcard|feelings|poem|writing,"It is sweet to soak up the world's charm, when heart and mind are in bloom, but sweeter still, to see the world fresh once more through your child's eyes.",scan131.jpg|scan133.jpg|scan115.jpg|scan57.jpg|scan80.jpg
scan133.jpg,wie die zarten blumen poem,german poem for spring,writing,poem,,,Gerhard Tersteegen,poetry|poem|writing|german|flowers|nature,"Like the delicate flowers willingly unfold and silently face the sun, let me so still and joyfully grasp your rays and let you work your magic.",scan131.jpg|scan132.jpg|scan3.jpg|scan57.jpg|scan61.jpg
scan134.jpg,beech mountain resort lift ticket,ski resort lift ticket,travel,ticket,february 2024,"Beech Mountain, NC",Beech Mountain Resort,travel|ticket|north carolina|skiing|resort|topography,,scan135.jpg|scan136.jpg|scan137.jpg|scan67.jpg|scan68.webp
scan135.jpg,oceanografic valencia photo claim ticket,claim ticket for souvenir photo pickup at oceanografic valencia,travel,ticket,march 2019,"Valencia, ES",Oceanogràfic Valencia,spain|travel|ticket|valencia|aquarium|photo,,scan136.jpg|scan67.jpg|scan134.jpg|scan137.jpg|scan68.webp
scan136.jpg,montserrat tram ticket,ticket for the montserrat railway,travel,ticket,march 2019,"Barcelona, ES",FGC Montserrat,spain|travel|ticket|barcelona|montserrat|train,,scan67.jpg|scan135.jpg|scan134.jpg|scan137.jpg|scan68.webp
scan137.jpg,country music hall of fame hatch print tour ticket,admission ticket for the hatch show print tour at the country music hall of fame,travel,ticket,,"Nashville, TN",Country Music Hall of Fame,letterpress|nashville|music|travel|typography|ticket,,scan168.webp|scan183.jpg|scan193.jpg|scan80.jpg|scan84.jpg
scan138.jpg,birthday frog,black linocut print of a frog wearing a party hat,artwork,print,,,,drawing|illustration|creatures|handmade|frog|party,,scan107.jpg|scan117.jpg|scan128.jpg|scan218.jpg|scan56.jpg
scan139.jpg,roshen candy wrapper,yellow floral wrapper from roshen confectionery candy,ephemera,packaging,,,Aleksey's Market,food|alekseys market|packaging|candy|wrapper|ukraine,melts in your mouth,scan142.jpg|scan141.jpg|scan10.jpg|scan11.jpg|scan127.jpg
scan140.jpg,jumping man illustration,teeny tiny scrap featuring a goofy jumping man,artwork,sticker,,,,sticker|art|pop art|figure,,scan12.jpg|scan165.jpg|scan153.jpg|scan34.jpg|scan35.jpg
scan141.jpg,bazooka joe fortune comic,bazooka joe comic strip wrapper with fortune about becoming a celebrated traveler,ephemera,candy wrapper,,,Bazooka Joe,food|cartoon|bazooka joe|candy wrapper|gum|fortune,,scan5.jpg|scan139.jpg|scan142.jpg|scan129.webp|scan27.jpg
scan142.jpg,"caramel ""Rakovye Sheiki""",russian candy wrapper featuring pink crayfish,ephemera,packaging,,,Aleksey's Market,food|alekseys market|packaging|russia|candy|wrapper,roughly translates to lobster's necks?,scan139.jpg|scan141.jpg|scan10.jpg|scan11.jpg|scan127.jpg
scan143.jpg,coda tasting menu page 1,experimental tasting menu,food,menu,,"Berlin, DE",CODA Berlin,berlin|food|menu|coda,most insane meal of my life,scan144.jpg|scan147.jpg|scan148.jpg|scan155.jpg|scan162.jpg
